sentence,IOB,tokens,aspect,position,sentiment,probs,confidence
These four songs have four tracks in total . The rest are just filler tracks . Each of them is less than thirty seconds long and has no value . Three of the four songs mentioned earlier have also been deleted . None of these songs are worth five cents … . .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['These', 'four', 'songs', 'have', 'four', 'tracks', 'in', 'total', '.', 'The', 'rest', 'are', 'just', 'filler', 'tracks', '.', 'Each', 'of', 'them', 'is', 'less', 'than', 'thirty', 'seconds', 'long', 'and', 'has', 'no', 'value', '.', 'Three', 'of', 'the', 'four', 'songs', 'mentioned', 'earlier', 'have', 'also', 'been', 'deleted', '.', 'None', 'of', 'these', 'songs', 'are', 'worth', 'five', 'cents', '…', '.', '.']",[],[],[],[],[]
"This was the first time I bought a virtual reality headset . Probably the last time ( though of the immersive type ) given the criticisms regarding this kind of headsets ( even though they can be expensive ) . One shouldn ' t expect much from such products . This headset has an average build quality and adjustable lenses . Overall , considering the price , there ' s no need to spend more money to experience something similar . Note that no controller is included in the box .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['This', 'was', 'the', 'first', 'time', 'I', 'bought', 'a', 'virtual', 'reality', 'headset', '.', 'Probably', 'the', 'last', 'time', '(', 'though', 'of', 'the', 'immersive', 'type', ')', 'given', 'the', 'criticisms', 'regarding', 'this', 'kind', 'of', 'headsets', '(', 'even', 'though', 'they', 'can', 'be', 'expensive', ')', '.', 'One', 'shouldn', ""'"", 't', 'expect', 'much', 'from', 'such', 'products', '.', 'This', 'headset', 'has', 'an', 'average', 'build', 'quality', 'and', 'adjustable', 'lenses', '.', 'Overall', ',', 'considering', 'the', 'price', ',', 'there', ""'"", 's', 'no', 'need', 'to', 'spend', 'more', 'money', 'to', 'experience', 'something', 'similar', '.', 'Note', 'that', 'no', 'controller', 'is', 'included', 'in', 'the', 'box', '.']",['lenses'],[[59]],['Neutral'],"[[0.021474847570061684, 0.9781532287597656, 0.0003719545202329755]]",[0.9782]
"This is my first order of letters and it smells very good and the ink is quite dense and the spread is medium . However , I really like the scent from the beginning to the middle and the end seems like a very good option for summer . In general , the offer is very special compared to the price .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']","['This', 'is', 'my', 'first', 'order', 'of', 'letters', 'and', 'it', 'smells', 'very', 'good', 'and', 'the', 'ink', 'is', 'quite', 'dense', 'and', 'the', 'spread', 'is', 'medium', '.', 'However', ',', 'I', 'really', 'like', 'the', 'scent', 'from', 'the', 'beginning', 'to', 'the', 'middle', 'and', 'the', 'end', 'seems', 'like', 'a', 'very', 'good', 'option', 'for', 'summer', '.', 'In', 'general', ',', 'the', 'offer', 'is', 'very', 'special', 'compared', 'to', 'the', 'price', '.']","['ink', 'spread', 'price']","[[14], [20], [60]]","['Negative', 'Negative', 'Negative']","[[0.9811626672744751, 0.016829321160912514, 0.002008071169257164], [0.967574417591095, 0.031681355088949203, 0.0007442119531333447], [0.9082005620002747, 0.0007011654088273644, 0.09109833091497421]]","[0.9812, 0.9676, 0.9082]"
"The aircraft has excellent sound quality and good bass alongside impressive audio series that come with it . Despite this , it does not leak sound from the ears in general and is suitable for this price range .","['O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'aircraft', 'has', 'excellent', 'sound', 'quality', 'and', 'good', 'bass', 'alongside', 'impressive', 'audio', 'series', 'that', 'come', 'with', 'it', '.', 'Despite', 'this', ',', 'it', 'does', 'not', 'leak', 'sound', 'from', 'the', 'ears', 'in', 'general', 'and', 'is', 'suitable', 'for', 'this', 'price', 'range', '.']","['sound quality', 'bass', 'audio series']","[[4, 5], [8], [11, 12]]","['Positive', 'Positive', 'Positive']","[[0.0003249513974878937, 0.0002540687273722142, 0.9994210004806519], [0.0003430593351367861, 0.00026454817270860076, 0.9993922710418701], [0.0002575057733338326, 0.0002909109171014279, 0.9994515776634216]]","[0.9994, 0.9994, 0.9995]"
"This phone is really great . The battery life is excellent , the build quality is top - notch , and it ' s incredibly beautiful . Even when I play football for hours on end , the phone doesn ' t heat up or lag . It ' s perfect . Maybe there ' s just a small problem with it , but that ' s alright . It ' s really great . It can handle IP55 or IP54 water resistance , but for some reason , it doesn ' t do that on this phone .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['This', 'phone', 'is', 'really', 'great', '.', 'The', 'battery', 'life', 'is', 'excellent', ',', 'the', 'build', 'quality', 'is', 'top', '-', 'notch', ',', 'and', 'it', ""'"", 's', 'incredibly', 'beautiful', '.', 'Even', 'when', 'I', 'play', 'football', 'for', 'hours', 'on', 'end', ',', 'the', 'phone', 'doesn', ""'"", 't', 'heat', 'up', 'or', 'lag', '.', 'It', ""'"", 's', 'perfect', '.', 'Maybe', 'there', ""'"", 's', 'just', 'a', 'small', 'problem', 'with', 'it', ',', 'but', 'that', ""'"", 's', 'alright', '.', 'It', ""'"", 's', 'really', 'great', '.', 'It', 'can', 'handle', 'IP55', 'or', 'IP54', 'water', 'resistance', ',', 'but', 'for', 'some', 'reason', ',', 'it', 'doesn', ""'"", 't', 'do', 'that', 'on', 'this', 'phone', '.']","['battery life', 'build quality']","[[7, 8], [13, 14]]","['Positive', 'Positive']","[[0.0011344983940944076, 0.0002191312232753262, 0.9986463189125061], [0.0008285747608169913, 0.00021639249462168664, 0.9989550113677979]]","[0.9986, 0.999]"
It is relatively soft . Those who prefer it harder should not choose this one .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['It', 'is', 'relatively', 'soft', '.', 'Those', 'who', 'prefer', 'it', 'harder', 'should', 'not', 'choose', 'this', 'one', '.']",[],[],[],[],[]
It can be done by everyone .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['It', 'can', 'be', 'done', 'by', 'everyone', '.']",[],[],[],[],[]
"This is the best study lamp I ' ve ever seen , and the price is also very good compared to the market and the brand . It ' s made in Iran . The quality is good . I bought it for everything , all the colors . Definitely buy it and you won ' t regret it .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['This', 'is', 'the', 'best', 'study', 'lamp', 'I', ""'"", 've', 'ever', 'seen', ',', 'and', 'the', 'price', 'is', 'also', 'very', 'good', 'compared', 'to', 'the', 'market', 'and', 'the', 'brand', '.', 'It', ""'"", 's', 'made', 'in', 'Iran', '.', 'The', 'quality', 'is', 'good', '.', 'I', 'bought', 'it', 'for', 'everything', ',', 'all', 'the', 'colors', '.', 'Definitely', 'buy', 'it', 'and', 'you', 'won', ""'"", 't', 'regret', 'it', '.']","['price', 'quality', 'colors']","[[14], [35], [47]]","['Positive', 'Positive', 'Positive']","[[0.0002628532238304615, 0.00030262823565863073, 0.9994345307350159], [0.0003023482277058065, 0.0002588411152828485, 0.9994387030601501], [0.0003568230022210628, 0.00022200675448402762, 0.999421238899231]]","[0.9994, 0.9994, 0.9994]"
"This is the best glass for Series 5 users . Its thickness is very low and high . It ' s more important that the edges aren ' t sharp because that ' s very important . It ' s clear . I ' m completely satisfied with this glass . I recommend it to anyone who has a wide face . Don ' t think about other glasses . Because this is what you want . It ' s available on DigitalKala too , so you can get one soon .","['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['This', 'is', 'the', 'best', 'glass', 'for', 'Series', '5', 'users', '.', 'Its', 'thickness', 'is', 'very', 'low', 'and', 'high', '.', 'It', ""'"", 's', 'more', 'important', 'that', 'the', 'edges', 'aren', ""'"", 't', 'sharp', 'because', 'that', ""'"", 's', 'very', 'important', '.', 'It', ""'"", 's', 'clear', '.', 'I', ""'"", 'm', 'completely', 'satisfied', 'with', 'this', 'glass', '.', 'I', 'recommend', 'it', 'to', 'anyone', 'who', 'has', 'a', 'wide', 'face', '.', 'Don', ""'"", 't', 'think', 'about', 'other', 'glasses', '.', 'Because', 'this', 'is', 'what', 'you', 'want', '.', 'It', ""'"", 's', 'available', 'on', 'DigitalKala', 'too', ',', 'so', 'you', 'can', 'get', 'one', 'soon', '.']","['glass', 'edges']","[[4], [25]]","['Positive', 'Positive']","[[0.0016161552630364895, 0.00024988839868456125, 0.9981339573860168], [0.016489429399371147, 0.0003017563431058079, 0.9832087159156799]]","[0.9981, 0.9832]"
"This is the best offer in this range . Very good value for money , not too big or small . It just has a lot of heat because of the metal body . The battery is also average . It uses the internet and music continuously without any problem . The charge drops about 15 % every hour . Make sure to use the Persian Telecom guarantee . There ' s no difference whether you take it or not . It costs 200 , 000 Tomans more for the guarantee , but it actually doesn ' t do anything for you .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['This', 'is', 'the', 'best', 'offer', 'in', 'this', 'range', '.', 'Very', 'good', 'value', 'for', 'money', ',', 'not', 'too', 'big', 'or', 'small', '.', 'It', 'just', 'has', 'a', 'lot', 'of', 'heat', 'because', 'of', 'the', 'metal', 'body', '.', 'The', 'battery', 'is', 'also', 'average', '.', 'It', 'uses', 'the', 'internet', 'and', 'music', 'continuously', 'without', 'any', 'problem', '.', 'The', 'charge', 'drops', 'about', '15', '%', 'every', 'hour', '.', 'Make', 'sure', 'to', 'use', 'the', 'Persian', 'Telecom', 'guarantee', '.', 'There', ""'"", 's', 'no', 'difference', 'whether', 'you', 'take', 'it', 'or', 'not', '.', 'It', 'costs', '200', ',', '000', 'Tomans', 'more', 'for', 'the', 'guarantee', ',', 'but', 'it', 'actually', 'doesn', ""'"", 't', 'do', 'anything', 'for', 'you', '.']","['battery', 'charge', 'costs']","[[35], [52], [82]]","['Negative', 'Negative', 'Negative']","[[0.6738865375518799, 0.32130196690559387, 0.004811511375010014], [0.993722140789032, 0.00436593359336257, 0.0019120062934234738], [0.9913149476051331, 0.008376521058380604, 0.00030858858372084796]]","[0.6739, 0.9937, 0.9913]"
"This is just the beginning , I ' m just getting started ! I ' ll snatch up the best deals and dominate the market in no time !","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['This', 'is', 'just', 'the', 'beginning', ',', 'I', ""'"", 'm', 'just', 'getting', 'started', '!', 'I', ""'"", 'll', 'snatch', 'up', 'the', 'best', 'deals', 'and', 'dominate', 'the', 'market', 'in', 'no', 'time', '!']",['deals'],[[20]],['Positive'],"[[0.0020757901947945356, 0.0005200106534175575, 0.997404158115387]]",[0.9974]
"I bought this tablet from DigiKala store and after approximately 48 hours , I received the package . The packaging was neat and it had a class . It also had a guarantee card that I checked and it was in sync . The first thing that attracted me was the very loud sound of the tablet both on the loudspeaker and on the earphones that I already had . The sound quality and the volume were very high . Aesthetically , it looked good compared to its price . From the front , it was pretty good and from the back , due to some extra features , I liked it . The back of the tablet has a texture that prevents fingerprints from being noticeable . Regarding the display , I liked the good color and the high resolution . Since everything is relatively smaller compared to my tablet , the third thing I liked was the good typing experience . Of course , while working , I sometimes felt a slight reduction or inaccuracy in the touch sensitivity . I liked having the OTG cable that allows you to connect a flash drive . There was also nylon on the display for attaching it to the box . I couldn ' t stick it on properly and had to take it outside to get a protective film . The battery life seemed good because I had been testing it since morning and after around five charges , it was still working . The internet connection with my Irancell SIM card worked well with manual settings . I also tried the H Plus and E versions . The camera is good despite face recognition , but the front and back cameras have average quality . Unfortunately , the internal storage is only around four gigs , which is a bit disappointing considering the browser speed . Videos played with good quality . I haven ' t been able to figure out how to save the photos and videos I take with the camera to the memory card yet . Maybe there ' s a software issue that needs to be fixed . I also opened a few PDF books . The keyboard has two languages , which is good , but it needs to be updated . The tablet is slightly smaller than an eight - inch tablet but is quite long and HD . Thankfully , the additional margin around the page is not too much . The tablet has a flash , but it ' s not very powerful . The pre - installed software isn ' t very user - friendly and you have to install it yourself . For example , you need to install Google Chrome to insert the memory card and SIM card . The SIM card slot is a bit tight and needs a little pressure to open . When closing , make sure to close it carefully and gently .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', '[SEP]', '[SEP]']","['I', 'bought', 'this', 'tablet', 'from', 'DigiKala', 'store', 'and', 'after', 'approximately', '48', 'hours', ',', 'I', 'received', 'the', 'package', '.', 'The', 'packaging', 'was', 'neat', 'and', 'it', 'had', 'a', 'class', '.', 'It', 'also', 'had', 'a', 'guarantee', 'card', 'that', 'I', 'checked', 'and', 'it', 'was', 'in', 'sync', '.', 'The', 'first', 'thing', 'that', 'attracted', 'me', 'was', 'the', 'very', 'loud', 'sound', 'of', 'the', 'tablet', 'both', 'on', 'the', 'loudspeaker', 'and', 'on', 'the', 'earphones', 'that', 'I', 'already', 'had', '.', 'The', 'sound', 'quality', 'and', 'the', 'volume', 'were', 'very', 'high', '.', 'Aesthetically', ',', 'it', 'looked', 'good', 'compared', 'to', 'its', 'price', '.', 'From', 'the', 'front', ',', 'it', 'was', 'pretty', 'good', 'and', 'from', 'the', 'back', ',', 'due', 'to', 'some', 'extra', 'features', ',', 'I', 'liked', 'it', '.', 'The', 'back', 'of', 'the', 'tablet', 'has', 'a', 'texture', 'that', 'prevents', 'fingerprints', 'from', 'being', 'noticeable', '.', 'Regarding', 'the', 'display', ',', 'I', 'liked', 'the', 'good', 'color', 'and', 'the', 'high', 'resolution', '.', 'Since', 'everything', 'is', 'relatively', 'smaller', 'compared', 'to', 'my', 'tablet', ',', 'the', 'third', 'thing', 'I', 'liked', 'was', 'the', 'good', 'typing', 'experience', '.', 'Of', 'course', ',', 'while', 'working', ',', 'I', 'sometimes', 'felt', 'a', 'slight', 'reduction', 'or', 'inaccuracy', 'in', 'the', 'touch', 'sensitivity', '.', 'I', 'liked', 'having', 'the', 'OTG', 'cable', 'that', 'allows', 'you', 'to', 'connect', 'a', 'flash', 'drive', '.', 'There', 'was', 'also', 'nylon', 'on', 'the', 'display', 'for', 'attaching', 'it', 'to', 'the', 'box', '.', 'I', 'couldn', ""'"", 't', 'stick', 'it', 'on', 'properly', 'and', 'had', 'to', 'take', 'it', 'outside', 'to', 'get', 'a', 'protective', 'film', '.', 'The', 'battery', 'life', 'seemed', 'good', 'because', 'I', 'had', 'been', 'testing', 'it', 'since', 'morning', 'and', 'after', 'around', 'five', 'charges', ',', 'it', 'was', 'still', 'working', '.', 'The', 'internet', 'connection', 'with', 'my', 'Irancell', 'SIM', 'card', 'worked', 'well', 'with', 'manual', 'settings', '.', 'I', 'also', 'tried', 'the', 'H', 'Plus', 'and', 'E', 'versions', '.', 'The', 'camera', 'is', 'good', 'despite', 'face', 'recognition', ',', 'but', 'the', 'front', 'and', 'back', 'cameras', 'have', 'average', 'quality', '.', 'Unfortunately', ',', 'the', 'internal', 'storage', 'is', 'only', 'around', 'four', 'gigs', ',', 'which', 'is', 'a', 'bit', 'disappointing', 'considering', 'the', 'browser', 'speed', '.', 'Videos', 'played', 'with', 'good', 'quality', '.', 'I', 'haven', ""'"", 't', 'been', 'able', 'to', 'figure', 'out', 'how', 'to', 'save', 'the', 'photos', 'and', 'videos', 'I', 'take', 'with', 'the', 'camera', 'to', 'the', 'memory', 'card', 'yet', '.', 'Maybe', 'there', ""'"", 's', 'a', 'software', 'issue', 'that', 'needs', 'to', 'be', 'fixed', '.', 'I', 'also', 'opened', 'a', 'few', 'PDF', 'books', '.', 'The', 'keyboard', 'has', 'two', 'languages', ',', 'which', 'is', 'good', ',', 'but', 'it', 'needs', 'to', 'be', 'updated', '.', 'The', 'tablet', 'is', 'slightly', 'smaller', 'than', 'an', 'eight', '-', 'inch', 'tablet', 'but', 'is', 'quite', 'long', 'and', 'HD', '.', 'Thankfully', ',', 'the', 'additional', 'margin', 'around', 'the', 'page', 'is', 'not', 'too', 'much', '.', 'The', 'tablet', 'has', 'a', 'flash', ',', 'but', 'it', ""'"", 's', 'not', 'very', 'powerful', '.', 'The', 'pre', '-', 'installed', 'software', 'isn', ""'"", 't', 'very', 'user', '-', 'friendly', 'and', 'you', 'have', 'to', 'install', 'it', 'yourself', '.', 'For', 'example', ',', 'you', 'need', 'to', 'install', 'Google', 'Chrome', 'to', 'insert', 'the', 'memory', 'card', 'and', 'SIM', 'card', '.', 'The', 'SIM', 'card', 'slot', 'is', 'a', 'bit', 'tight', 'and', 'needs', 'a', 'little', 'pressure', 'to', 'open', '.', 'When', 'closing', ',', 'make', 'sure', 'to', 'close', 'it', 'carefully', 'and', 'gently', '.']",[],[],[],[],[]
